,ad,bizseller,checkout,contact_hope,free_shipping,is_adult,is_super_up_shop,location,max_cpc,name,num_comment,num_faved,only_neighborhood,outlink_url,pid,price,product_image,pu_id,ref_campaign,ref_code,ref_medium,ref_content,ref_source,status,style,super_up,tag,uid,update_time,used,bun_pay_filter_enabled,imp_id,ad_ref,faved
10,False,False,False,False,True,False,,경기도 수원시 팔달구 매산동,,나이키 덩크 범고래,0,0,False,,169275318,330000,https://media.bunjang.co.kr/product/169275318_1_1636347729_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,255 덩크 범고래 로우,75713115,1636536546,1,False,2395618b9224022d6146,,False
11,False,False,False,False,False,False,,서울특별시 은평구 불광제1동,,[230]나이키 덩크 로우 트리플 화이트 230,0,6,False,,167405289,140000,https://media.bunjang.co.kr/product/167405289_1_1635772605_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 나이키덩크로우 덩크 덩크로우 트리플화이트,77695241,1636536500,2,True,2395618b9224022d6147,,False
12,False,False,False,False,False,False,,서울특별시 중랑구 상봉제2동,,[W240] 나이키 덩크로우 우먼스 범고래,0,0,False,,169508728,290000,https://media.bunjang.co.kr/product/169508728_1_1636529569_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래240 나이키덩크로우범고래240 나이키 덩크로우범고래245,1128601,1636536493,2,False,2395618b9224022d6148,,False
13,False,False,False,False,False,False,,서울특별시 중랑구 상봉제2동,,[270] 나이키 덩크로우 레트로 범고래,0,2,False,,169504414,285000,https://media.bunjang.co.kr/product/169504414_1_1636529093_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크로우범고래27 덩크로우범고래 범고래270 범고래 덩크범고래,1128601,1636536493,2,False,2395618b9224022d6149,,False
14,False,False,False,False,False,False,,부산광역시 사하구 다대제1동,,나이키 덩크로우 범고래 270,0,0,False,,169520093,300000,https://media.bunjang.co.kr/product/169520093_1_1636536255_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크로우범고래,11029127,1636536255,1,False,2395618b9224022d614a,,False
15,False,False,False,False,True,False,,서울특별시 동대문구 휘경제2동,,나이키 우먼스 덩크 로우 범고래 250 새제품,0,0,False,,169519978,290000,https://media.bunjang.co.kr/product/169519978_1_1636536184_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크로우 나이키덩크로우 나이키덩크로우범고래 덩크로우범고래,3729173,1636536184,2,False,2395618b9224022d614b,,False
16,False,False,False,False,False,False,,경기도 의정부시 송산2동,,(265)나이키 nba 덩크로우 네츠 덩크,0,0,False,,169519839,200000,https://media.bunjang.co.kr/product/169519839_1_1636536094_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크 나이키덩크로우 나이키nba 나이키네츠 나이키네츠덩크,8887871,1636536094,1,True,2395618b9224022d614c,,False
17,False,False,False,False,False,False,,서울특별시 관악구 서원동,,[275]나이키 sb덩크로우 트럭잇(truck it) 선인장,0,2,False,,168532816,190000,https://media.bunjang.co.kr/product/168532816_1_1635780798_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크 나이키 트럭잇 truckit,5057180,1636536091,2,False,2395618b9224022d614d,,False
18,False,False,False,False,False,False,,서울특별시 송파구 문정1동,,275 270 260 나이키 덩크 로우 SE 서울 스페셜 기프트 새상품,0,0,False,,169519802,349000,https://media.bunjang.co.kr/product/169519802_1_1636536134_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,275 270 260 신발 운동화,3066051,1636536069,2,False,2395618b9224022d614e,,False
19,False,False,False,False,True,False,,충청북도 청주시 청원구 오창읍,,나이키 덩크 로우 범고래 285,0,0,False,,169519764,270000,https://media.bunjang.co.kr/product/169519764_1_1636536051_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 범고래 285 덩크로우,74286313,1636536051,1,True,2395618b9224022d614f,,False
20,False,False,False,False,False,False,,대전광역시 동구 홍도동,,나이키 범고래 덩크로우 (w) 235,0,0,False,,169519706,300000,https://media.bunjang.co.kr/product/169519706_1_1636536317_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 범고래 범고래235 나이키덩크범고래235 나이키덩크로우,11330857,1636536013,2,False,2395618b9224022d6150,,False
21,False,False,False,False,True,False,,서울특별시 노원구 공릉1동,,조던1/ 덩크로우unc/ 225,0,13,False,,165740468,189000,https://media.bunjang.co.kr/product/165740468_1_1636450121_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 조던1 조던 덩크 덩크로우,3401043,1636535908,2,True,2395618b9224022d6151,,False
22,False,False,False,False,False,False,,서울특별시 노원구 공릉1동,,나이키/ 덩크로우 보르도/ w270,0,0,False,,168878414,379000,https://media.bunjang.co.kr/product/168878414_1_1636452671_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 덩크로우 보르도 나이키덩크,3401043,1636535907,2,True,2395618b9224022d6152,,False
23,False,False,False,False,False,False,,대구광역시 북구 무태조야동,,[285]나이키 덩크 로우 챔피언쉽 그레이,0,1,False,,169505778,228000,https://media.bunjang.co.kr/product/169505778_1_1636527839_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크 오프화이트덩크 조던1로우 280 290,5679844,1636535794,1,False,2395618b9224022d6153,,False
24,False,False,False,False,True,False,,서울특별시 강남구 논현1동,,나이키 범고래 덩크 로우 레트로 255 ,0,4,False,,168956660,270000,https://media.bunjang.co.kr/product/168956660_1_1636021151_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,조던 범고래 나이키덩크로우범고래 나이키범고래,74403351,1636535764,1,False,2395618b9224022d6154,,False
25,False,False,False,False,False,False,,대전광역시 서구 둔산3동,,나이키 덩크 로우 범고래 240,0,0,False,,169519276,300000,https://media.bunjang.co.kr/product/169519276_1_1636535815_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키범고래 범고래 덩크로우 나이키,1030713,1636535746,2,False,2395618b9224022d6155,,False
26,False,False,False,False,False,False,,경기도 군포시 궁내동,,나이키 덩크로우 범고래 270,0,8,False,,169101022,290000,https://media.bunjang.co.kr/product/169101022_1_1636265467_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 나이키덩크로우범고래270 나이키범고래 나이키덩크로우범고래,5882967,1636535699,1,False,2395618b9224022d6156,,False
27,False,False,False,False,True,False,,서울특별시 동작구 사당제2동,,270사이즈 나이티 덩크 로우 범고래,0,0,False,,169519072,290000,https://media.bunjang.co.kr/product/169519072_1_1636535627_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 범고래,5203521,1636535627,2,False,2395618b9224022d6157,,False
28,False,False,False,False,False,False,,경기도 수원시 권선구 입북동,,나이키 덩크로우 범고래 260,0,1,False,,169417773,310000,https://media.bunjang.co.kr/product/169417773_1_1636447446_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 범고래 덩크로우 신발 운동화,8233519,1636535540,1,False,2395618b9224022d6158,,False
29,False,False,False,False,False,False,,경기도 부천시 중3동,,나이키 우먼스 범고래 덩크로우,0,0,False,,169518812,300000,https://media.bunjang.co.kr/product/169518812_1_1636535450_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 나이키덩크로우범고래 범고래230,13185900,1636535450,1,False,2395618b9224022d6159,,False
30,False,False,False,False,False,False,,,,가든#덩크로우#커뮤니티가든#275,0,13,False,,133069846,440000,https://media.bunjang.co.kr/product/133069846_1_1613490796_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크 가든 나이키 덩크로우가든,8061455,1636535406,13,False,2395618b9224022d615a,,False
31,False,False,False,False,True,False,,서울특별시 강남구 논현1동,,나이키 덩크로우 SB 덩크하이 시러큐스 시카고 켄터키 엠부쉬 매입 급처,0,2,False,,154668545,1500000,https://media.bunjang.co.kr/product/154668545_1_1621699008_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크로우 덩크하이 나이키덩크 급매 명품매입,76074122,1636535405,13,False,2395618b9224022d615b,,False
32,False,False,False,False,False,False,,인천광역시 계양구 계산1동,,[270] 덩크로우 유니버시티 블루,0,1,False,,169194596,249000,https://media.bunjang.co.kr/product/169194596_1_1636256318_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 덩크로우 유블 유니버시티블루,12180470,1636535383,1,False,2395618b9224022d615c,,False
33,False,False,False,False,False,False,,,,나이키 덩크로우 범고래 230,0,0,False,,169491054,290000,https://media.bunjang.co.kr/product/169491054_1_1636518197_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 범고래 나이키덩크로우 230,74796866,1636535293,2,True,2395618b9224022d615d,,False
34,False,False,False,False,False,False,,,,(당일배송)나이키 덩크로우 범고래 260 새상품,0,1,False,,169130102,330000,https://media.bunjang.co.kr/product/169130102_1_1636535336_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 나이키덩크로우범고래 범고래260 나이키덩크로우 나이키덩크,1995934,1636535276,2,False,2395618b9224022d615e,,False
35,False,False,False,False,False,False,,서울특별시 양천구 목1동,,나이키 덩크 로우 서울 270 서울덩크,0,7,False,,167507682,230000,https://media.bunjang.co.kr/product/167507682_1_1634691329_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,서울덩크 서덩 덩크로우 범고래 나이키덩크,7233996,1636535180,2,False,2395618b9224022d615f,,False
36,False,False,False,False,False,False,,경기도 남양주시 퇴계원면,,나이키 덩크 로우 레트로 범고래 265,0,1,False,,169501395,350000,https://media.bunjang.co.kr/product/169501395_1_1636525319_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크로우 #나이키덩크로우범고래 나이키덩크265 나이키덩크로우레트로 나이키덩크로우레트로범고래,988119,1636535166,1,False,2395618b9224022d6160,,False
37,False,False,False,False,False,False,,서울특별시 강남구 삼성1동,,덩크로우 포톤더스트 w270,0,0,False,,169336882,430000,https://media.bunjang.co.kr/product/169336882_1_1636370964_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 덩크로우 포톤더스트 나이키덩크로우범고래,3238473,1636535145,1,False,2395618b9224022d6161,,False
38,False,False,False,False,False,False,,경기도 안산시 단원구 와동,,나이키 덩크로우 브라질 260 ,0,7,False,,162651117,230000,https://media.bunjang.co.kr/product/162651117_1_1635517322_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 나이키덩크로우 나이키브라질,216927,1636535119,1,False,2395618b9224022d6162,,False
39,False,False,False,False,False,False,,전라남도 해남군 황산면,,(나코탭)덩크로우 라이트본 230(새상품)(정품),0,17,False,,165244691,290000,https://media.bunjang.co.kr/product/165244691_1_1636432616_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 라이트본 230 덩크로우230,6697571,1636535008,2,False,2395618b9224022d6163,,False
40,False,False,False,False,False,False,,,,나이키 덩크로우 범고래 280 새상품,0,0,False,,169248375,320000,https://media.bunjang.co.kr/product/169248375_1_1636371161_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,,12067540,1636534980,2,False,2395618b9224022d6164,,False
41,False,False,False,False,False,False,,경기도 남양주시 평내동,,나이키 덩크로우 범고래 225(W) 새상품,0,0,False,,169481370,290000,https://media.bunjang.co.kr/product/169481370_1_1636514571_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크로우범고래 나이키 덩크로우,530163,1636534940,1,False,2395618b9224022d6165,,False
42,False,False,False,False,False,False,,인천광역시 남동구 장수서창동,,(가격내림)나이키 덩크 로우 챔피언쉽 그레이 255사이즈 팔아요.,0,0,False,,169411261,230000,https://media.bunjang.co.kr/product/169411261_1_1636506795_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크챔피언쉽그레이 덩크255 조지타운255,10473233,1636534787,2,False,2395618b9224022d6166,,False
43,False,False,False,False,False,False,,서울특별시 영등포구 영등포본동,,나이키 덩크 그린 글로우 275,2,2,False,,164794482,270000,https://media.bunjang.co.kr/product/164794482_1_1632377081_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 글로우 275,3204937,1636534665,2,True,2395618b9224022d6167,,False
44,False,False,False,False,True,False,,경기도 안양시 동안구 평촌동,,나이키 덩크로우 범고래 우먼스 w 245,0,3,False,,169517462,260000,https://media.bunjang.co.kr/product/169517462_1_1636534658_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래,75278129,1636534635,1,False,2395618b9224022d6168,,False
45,False,False,False,False,False,False,,서울특별시 동대문구 용신동,,[GS 235]덩크로우 유니버시티블루 ,0,1,False,,168877335,399000,https://media.bunjang.co.kr/product/168877335_1_1635945162_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 235 유니버시티블루 덩크,3785172,1636534619,2,False,2395618b9224022d6169,,False
46,False,False,False,False,True,False,,경기도 하남시 감북동,,나이키 덩크로우 넥스트 네이쳐 페일 코랄 W245,0,11,False,,168357916,160000,https://media.bunjang.co.kr/product/168357916_1_1636302594_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 나이키덩크로우,75431938,1636534590,2,False,2395618b9224022d616a,,False
47,False,False,False,False,False,False,,서울특별시 동대문구 용신동,,[GS 235 4.5Y.   5Y  240 6Y] 나이키 덩크로우 범고래,0,25,False,,160576992,450000,https://media.bunjang.co.kr/product/160576992_1_1636157457_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 범고래 GS235 235,3785172,1636534586,2,False,2395618b9224022d616b,,False
48,False,False,False,False,False,False,,서울특별시 강서구 화곡제8동,,나이키 덩크 로우 바시티260 (새상품),0,21,False,,156821823,220000,https://media.bunjang.co.kr/product/156821823_1_1633832569_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 로우 바시티 조던,1415889,1636534574,1,False,2395618b9224022d616c,,False
49,False,False,False,False,False,False,,서울특별시 동대문구 용신동,,[W230.240.245.250] 나이키 덩크로우 코스트,0,18,False,,158642585,400000,https://media.bunjang.co.kr/product/158642585_1_1635157105_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,230 코스트 우먼스 덩크 240,3785172,1636534567,2,False,2395618b9224022d616d,,False
50,False,False,False,False,False,False,,대구광역시 북구 복현1동,,나이키 덩크 로우 범고래 레트로 블랙 270,0,0,False,,169517317,260000,https://media.bunjang.co.kr/product/169517317_1_1636534548_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 나이키덩크로우범고래 나이키덩크로우범고래270,75602271,1636534548,1,False,2395618b9224022d616e,,False
51,False,False,False,False,False,False,,충청북도 청주시 청원구 율량.사천동,,(190)나이키 오프화이트 덩크로우 키즈,0,9,False,,164080733,70000,https://media.bunjang.co.kr/product/164080733_1_1634812172_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크로우키즈 나이키키즈190 덩크키즈 오프화이트덩크 나이키유아용신발,380163,1636534363,2,True,2395618b9224022d616f,,False
52,False,False,False,False,True,False,,전라남도 순천시 해룡면,,(새상품급)나이키 덩크로우 유블 265,0,0,False,,169516943,230000,https://media.bunjang.co.kr/product/169516943_1_1636534341_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 유블 265,5089073,1636534332,1,False,2395618b9224022d6170,,False
53,False,False,False,False,False,False,,서울특별시 중구 다산동,,나이키 덩크로우 범고래 270(사이즈 275 교환 또는 판매,0,0,False,,169516779,310000,https://media.bunjang.co.kr/product/169516779_1_1636534269_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 나이키덩크로우범고래 나이키 덩크로우,4531451,1636534251,1,False,2395618b9224022d6171,,False
54,False,False,False,False,False,False,,경기도 화성시 남양읍,,(260)나이키 덩크로우 챔피언쉽 골든로스 새제품,0,4,False,,167785197,139000,https://media.bunjang.co.kr/product/167785197_1_1636378024_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 덩크로우 챔피언쉽 260,359666,1636534246,2,False,2395618b9224022d6172,,False
55,False,False,False,False,False,False,,부산광역시 수영구 광안제1동,,280) 나이키 덩크 로우 레트로 바시티 메이즈,0,0,False,,169288384,250000,https://media.bunjang.co.kr/product/169288384_1_1636342056_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 나이키덩크로우범고래 덩크 나이키조던 나이키덩크,8456856,1636534242,1,False,2395618b9224022d6173,,False
56,False,False,False,False,True,False,,경기도 김포시 사우동,,나이키 sb 덩크 로우 클리어 제이드(코끼리덩크) 275,0,4,False,,168686168,440000,https://media.bunjang.co.kr/product/168686168_1_1636294535_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크로우 나이키sb덩크 코끼리덩크 나이키덩크아트모스 나이키덩크275,1128587,1636533900,1,False,2395618b9224022d6174,,False
57,False,False,False,False,False,False,,,,덩크로우GS230 유니버시티블루,0,10,False,,168875290,220000,https://media.bunjang.co.kr/product/168875290_1_1636289441_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우,8713345,1636533886,1,False,2395618b9224022d6175,,False
58,False,False,False,False,False,False,,,,[240] 나이키 카시나 덩크로우 80s 버스  ,0,8,False,,167729529,760000,https://media.bunjang.co.kr/product/167729529_1_1635665999_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,카시나덩크240 덩크240 조던240 카시나덩크버스,5867469,1636533677,1,True,2395618b9224022d6176,,False
59,False,False,False,False,False,False,,대구광역시 중구 남산3동,,[240] 나이키 덩크로우 SP 켄터키 2020,0,5,False,,167725556,510000,https://media.bunjang.co.kr/product/167725556_1_1635665974_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,켄터키240 나이키덩크켄터키 덩크켄터키 덩크240 조던240,5867469,1636533677,1,False,2395618b9224022d6177,,False
60,False,False,False,False,False,False,,대구광역시 중구 남산3동,, [240] 나이키 오프화이트 덩크로우 파인그린 옵덩 흰초,0,11,False,,165864679,1100000,https://media.bunjang.co.kr/product/165864679_1_1635562307_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,옵덩240,5867469,1636533677,1,False,2395618b9224022d6178,,False
61,False,False,False,False,False,False,,인천광역시 연수구 송도2동,,나이키 덩크로우se 토들러 130,0,2,False,,163690753,65000,https://media.bunjang.co.kr/product/163690753_1_1630823401_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키브랜덕데이,5790015,1636533662,2,False,2395618b9224022d6179,,False
62,False,False,False,False,False,False,,서울특별시 중랑구 묵제1동,,[240]나이키 덩크로우 범고래 우먼스,0,0,False,,169321527,310000,https://media.bunjang.co.kr/product/169321527_1_1636362564_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크로우범고,77539296,1636533567,1,True,2395618b9224022d617a,,False
63,False,False,False,False,False,False,,인천광역시 남동구 만수5동,,나이키 덩크로우 범고래 우먼스 w235,0,3,False,,169421894,305000,https://media.bunjang.co.kr/product/169421894_1_1636462313_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 범고래 235,216001,1636533348,1,False,2395618b9224022d617b,,False
64,False,False,False,False,False,False,,부산광역시 사하구 당리동,,나이키 덩크로우 범고래 맨스 260,0,0,False,,169505324,260000,https://media.bunjang.co.kr/product/169505324_1_1636527535_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 범고래 #나이키덩크로우범고래 나이키범고래260 범고래260,76385491,1636533300,1,False,2395618b9224022d617c,,False
65,False,False,False,False,True,False,,,,나이키 덩크 로우 범고래 로우 280,0,0,False,,169514884,290000,https://media.bunjang.co.kr/product/169514884_1_1636536674_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 범고래280 덩크280 나이키 나이키덩크,5214905,1636533196,1,False,2395618b9224022d617d,,False
66,False,False,False,False,False,False,,경상남도 창원시 의창구 용지동,,올드덩크 275 나이키 sb 덩크 로우 핑크 박스,0,10,False,,167566985,150000,https://media.bunjang.co.kr/product/167566985_1_1635047820_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,핑크박스 덩크로우 sb덩크 sb덩크로우 나이키덩크,6462463,1636533163,1,False,2395618b9224022d617e,,False
67,False,False,False,False,False,False,,경상남도 창원시 의창구 용지동,,올드 덩크 나이키 덩크로우 NL 데저트 클레이 270mm ,0,12,False,,158868791,399000,https://media.bunjang.co.kr/product/158868791_1_1635678056_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,올드덩크 나이키덩크로우 나이키올드덩크 나이키덩크올드 덩크데저트클레이,6462463,1636533162,1,False,2395618b9224022d617f,,False
68,False,False,False,False,False,False,,서울특별시 동작구 상도제4동,,나이키 덩크로우 범고래 w 240mm,0,0,False,,169291973,300000,https://media.bunjang.co.kr/product/169291973_1_1636533101_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,범고래 나이키덩크로우 240 나이키덩크로우범고래,10303890,1636533113,1,False,2395618b9224022d6180,,False
69,False,False,False,False,False,False,,충청북도 충주시 대소원면,,나이키 덩크 로우 범고래 W235,0,0,False,,169514612,280000,https://media.bunjang.co.kr/product/169514612_1_1636533676_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키덩크 나이키덩크로우 나이키덩크로우235 나이키덩크로우범고래 #나이키덩크로우범고래235,7208469,1636533029,1,False,2395618b9224022d6181,,False
70,False,False,False,False,True,False,,서울특별시 금천구 가산동,,"나이키 올드 덩크 로우 ""Oxide Green""",0,9,False,,147227725,290000,https://media.bunjang.co.kr/product/147227725_1_1626759521_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 나이키덩크 덩크 올드덩크,1003902,1636533029,1,False,2395618b9224022d6182,,False
71,False,False,False,False,True,False,,서울특별시 금천구 가산동,,"나이키 올드 덩크 로우 ""Bone/White""",0,11,False,,142065195,380000,https://media.bunjang.co.kr/product/142065195_1_1626759441_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크 덩크로우 나이키덩크 올드덩크,1003902,1636533021,1,False,2395618b9224022d6183,,False
72,False,False,False,False,False,False,,경상북도 예천군 예천읍,,나이키 덩크로우 범고래 (265),0,0,False,,169351181,340000,https://media.bunjang.co.kr/product/169351181_1_1636532878_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 범고래 265 스니커즈 덩크로우,10914507,1636532888,2,False,2395618b9224022d6184,,False
73,False,False,False,False,False,False,,대구광역시 달서구 죽전동,,나이키 덩크로우 범고래,0,0,False,,169326241,330000,https://media.bunjang.co.kr/product/169326241_1_1636365129_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 나이키덩크로우범고래 나이키덩크로우 덩크로우 범고래255,856615,1636532752,1,False,2395618b9224022d6185,,False
74,False,False,False,False,False,False,,서울특별시 용산구 후암동,,255 나이키  x 스트레인지 러브 SB 덩크 로우 핑크,0,0,False,,169368136,1500000,https://media.bunjang.co.kr/product/169368136_1_1636392189_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 스트레인지러브 덩크 한정판 덩크SB,9659182,1636532682,2,False,2395618b9224022d6186,,False
75,False,False,False,False,True,False,,서울특별시 강남구 삼성1동,,나이키 덩크로우 디스럽트 블루  285,0,4,False,,165008078,269000,https://media.bunjang.co.kr/product/165008078_1_1632293145_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 덩크로우 디스럽트 285,11212359,1636532626,2,True,2395618b9224022d6187,,False
76,False,False,False,False,False,False,,경기도 김포시 사우동,,중고 나이키 덩크로우 미시간 280mm,0,2,False,,169094222,170000,https://media.bunjang.co.kr/product/169094222_1_1636160904_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,덩크 로우 덩크로우 280,3697463,1636532506,1,False,2395618b9224022d6188,,False
77,False,False,False,False,True,False,,광주광역시 북구 용봉동,,나이키 덩크로우 서울 팔아요 사이즈 265,0,2,False,,161663916,290000,https://media.bunjang.co.kr/product/161663916_1_1635818443_w{res}.jpg,,,soldout_test_v2:B,,,,0,,,나이키 나이키덩크로우,75728490,1636532504,1,True,2395618b9224022d6189,,False
