,location,name,num_faved,pid,price,status,uid,update_time,used
0,,[240] 나이키 덩크 로우 라이트본,12,165560067,295000,0,202582,1636536835,2
1,,[270] 조던1 로우 스타피쉬 나이키,3,167037090,390000,0,202582,1636536828,2
2,강원도 횡성군 둔내면,나이키 덩크로우 범고래 나이키 덩크로우 치타,3,167886948,219000,0,6813696,1636536766,1
3,경기도 수원시 권선구 권선2동,[230]나이키 덩크로우 se플립,19,160053018,180000,0,9175260,1636536744,1
4,대구광역시 달서구 진천동,조던1 로우 짐레드 285 판매합니다!,2,169329245,210000,0,6871743,1636536731,1
5,부산광역시 사하구 신평제1동,나이키 덩크로우 검흰 범고래 275 새상품 팝니다,0,169520783,330000,0,8523435,1636536714,2
6,대구광역시 북구 칠성동,[260]나이키x오프화이트 덩크로우 더 50-로트 46 미시착 새제품,2,162083119,500000,0,12479852,1636536678,2
7,서울특별시 중랑구 면목제3.8동,나이키 덩크로우 범고래 270mm ,2,169096101,310000,0,77364582,1636536640,2
8,서울특별시 마포구 대흥동,나이키 덩크로우 범고래 255 우먼스,0,169520642,269000,0,4170042,1636536621,2
9,경기도 고양시 덕양구 신도동,나이키덩크로우서울,0,168204450,279000,0,7119884,1636536591,1
10,경기도 수원시 팔달구 매산동,나이키 덩크 범고래,0,169275318,330000,0,75713115,1636536546,1
11,서울특별시 은평구 불광제1동,[230]나이키 덩크 로우 트리플 화이트 230,6,167405289,140000,0,77695241,1636536500,2
12,서울특별시 중랑구 상봉제2동,[W240] 나이키 덩크로우 우먼스 범고래,0,169508728,290000,0,1128601,1636536493,2
13,서울특별시 중랑구 상봉제2동,[270] 나이키 덩크로우 레트로 범고래,2,169504414,285000,0,1128601,1636536493,2
14,부산광역시 사하구 다대제1동,나이키 덩크로우 범고래 270,0,169520093,300000,0,11029127,1636536255,1
15,서울특별시 동대문구 휘경제2동,나이키 우먼스 덩크 로우 범고래 250 새제품,0,169519978,290000,0,3729173,1636536184,2
16,경기도 의정부시 송산2동,(265)나이키 nba 덩크로우 네츠 덩크,0,169519839,200000,0,8887871,1636536094,1
17,서울특별시 관악구 서원동,[275]나이키 sb덩크로우 트럭잇(truck it) 선인장,2,168532816,190000,0,5057180,1636536091,2
18,서울특별시 송파구 문정1동,275 270 260 나이키 덩크 로우 SE 서울 스페셜 기프트 새상품,0,169519802,349000,0,3066051,1636536069,2
19,충청북도 청주시 청원구 오창읍,나이키 덩크 로우 범고래 285,0,169519764,270000,0,74286313,1636536051,1
20,대전광역시 동구 홍도동,나이키 범고래 덩크로우 (w) 235,0,169519706,300000,0,11330857,1636536013,2
21,서울특별시 노원구 공릉1동,조던1/ 덩크로우unc/ 225,13,165740468,189000,0,3401043,1636535908,2
22,서울특별시 노원구 공릉1동,나이키/ 덩크로우 보르도/ w270,0,168878414,379000,0,3401043,1636535907,2
23,대구광역시 북구 무태조야동,[285]나이키 덩크 로우 챔피언쉽 그레이,1,169505778,228000,0,5679844,1636535794,1
24,서울특별시 강남구 논현1동,나이키 범고래 덩크 로우 레트로 255 ,4,168956660,270000,0,74403351,1636535764,1
25,대전광역시 서구 둔산3동,나이키 덩크 로우 범고래 240,0,169519276,300000,0,1030713,1636535746,2
26,경기도 군포시 궁내동,나이키 덩크로우 범고래 270,8,169101022,290000,0,5882967,1636535699,1
27,서울특별시 동작구 사당제2동,270사이즈 나이티 덩크 로우 범고래,0,169519072,290000,0,5203521,1636535627,2
28,경기도 수원시 권선구 입북동,나이키 덩크로우 범고래 260,1,169417773,310000,0,8233519,1636535540,1
29,경기도 부천시 중3동,나이키 우먼스 범고래 덩크로우,0,169518812,300000,0,13185900,1636535450,1
30,,가든#덩크로우#커뮤니티가든#275,13,133069846,440000,0,8061455,1636535406,13
31,서울특별시 강남구 논현1동,나이키 덩크로우 SB 덩크하이 시러큐스 시카고 켄터키 엠부쉬 매입 급처,2,154668545,1500000,0,76074122,1636535405,13
32,인천광역시 계양구 계산1동,[270] 덩크로우 유니버시티 블루,1,169194596,249000,0,12180470,1636535383,1
33,,나이키 덩크로우 범고래 230,0,169491054,290000,0,74796866,1636535293,2
34,,(당일배송)나이키 덩크로우 범고래 260 새상품,1,169130102,330000,0,1995934,1636535276,2
35,서울특별시 양천구 목1동,나이키 덩크 로우 서울 270 서울덩크,7,167507682,230000,0,7233996,1636535180,2
36,경기도 남양주시 퇴계원면,나이키 덩크 로우 레트로 범고래 265,1,169501395,350000,0,988119,1636535166,1
37,서울특별시 강남구 삼성1동,덩크로우 포톤더스트 w270,0,169336882,430000,0,3238473,1636535145,1
38,경기도 안산시 단원구 와동,나이키 덩크로우 브라질 260 ,7,162651117,230000,0,216927,1636535119,1
39,전라남도 해남군 황산면,(나코탭)덩크로우 라이트본 230(새상품)(정품),17,165244691,290000,0,6697571,1636535008,2
40,,나이키 덩크로우 범고래 280 새상품,0,169248375,320000,0,12067540,1636534980,2
41,경기도 남양주시 평내동,나이키 덩크로우 범고래 225(W) 새상품,0,169481370,290000,0,530163,1636534940,1
42,인천광역시 남동구 장수서창동,(가격내림)나이키 덩크 로우 챔피언쉽 그레이 255사이즈 팔아요.,0,169411261,230000,0,10473233,1636534787,2
43,서울특별시 영등포구 영등포본동,나이키 덩크 그린 글로우 275,2,164794482,270000,0,3204937,1636534665,2
44,경기도 안양시 동안구 평촌동,나이키 덩크로우 범고래 우먼스 w 245,3,169517462,260000,0,75278129,1636534635,1
45,서울특별시 동대문구 용신동,[GS 235]덩크로우 유니버시티블루 ,1,168877335,399000,0,3785172,1636534619,2
46,경기도 하남시 감북동,나이키 덩크로우 넥스트 네이쳐 페일 코랄 W245,11,168357916,160000,0,75431938,1636534590,2
47,서울특별시 동대문구 용신동,[GS 235 4.5Y.   5Y  240 6Y] 나이키 덩크로우 범고래,25,160576992,450000,0,3785172,1636534586,2
48,서울특별시 강서구 화곡제8동,나이키 덩크 로우 바시티260 (새상품),21,156821823,220000,0,1415889,1636534574,1
49,서울특별시 동대문구 용신동,[W230.240.245.250] 나이키 덩크로우 코스트,18,158642585,400000,0,3785172,1636534567,2
50,대구광역시 북구 복현1동,나이키 덩크 로우 범고래 레트로 블랙 270,0,169517317,260000,0,75602271,1636534548,1
51,충청북도 청주시 청원구 율량.사천동,(190)나이키 오프화이트 덩크로우 키즈,9,164080733,70000,0,380163,1636534363,2
52,전라남도 순천시 해룡면,(새상품급)나이키 덩크로우 유블 265,0,169516943,230000,0,5089073,1636534332,1
53,서울특별시 중구 다산동,나이키 덩크로우 범고래 270(사이즈 275 교환 또는 판매,0,169516779,310000,0,4531451,1636534251,1
54,경기도 화성시 남양읍,(260)나이키 덩크로우 챔피언쉽 골든로스 새제품,4,167785197,139000,0,359666,1636534246,2
55,부산광역시 수영구 광안제1동,280) 나이키 덩크 로우 레트로 바시티 메이즈,0,169288384,250000,0,8456856,1636534242,1
56,경기도 김포시 사우동,나이키 sb 덩크 로우 클리어 제이드(코끼리덩크) 275,4,168686168,440000,0,1128587,1636533900,1
57,,덩크로우GS230 유니버시티블루,10,168875290,220000,0,8713345,1636533886,1
58,,[240] 나이키 카시나 덩크로우 80s 버스  ,8,167729529,760000,0,5867469,1636533677,1
59,대구광역시 중구 남산3동,[240] 나이키 덩크로우 SP 켄터키 2020,5,167725556,510000,0,5867469,1636533677,1
60,대구광역시 중구 남산3동, [240] 나이키 오프화이트 덩크로우 파인그린 옵덩 흰초,11,165864679,1100000,0,5867469,1636533677,1
61,인천광역시 연수구 송도2동,나이키 덩크로우se 토들러 130,2,163690753,65000,0,5790015,1636533662,2
62,서울특별시 중랑구 묵제1동,[240]나이키 덩크로우 범고래 우먼스,0,169321527,310000,0,77539296,1636533567,1
63,인천광역시 남동구 만수5동,나이키 덩크로우 범고래 우먼스 w235,3,169421894,305000,0,216001,1636533348,1
64,부산광역시 사하구 당리동,나이키 덩크로우 범고래 맨스 260,0,169505324,260000,0,76385491,1636533300,1
65,,나이키 덩크 로우 범고래 로우 280,0,169514884,290000,0,5214905,1636533196,1
66,경상남도 창원시 의창구 용지동,올드덩크 275 나이키 sb 덩크 로우 핑크 박스,10,167566985,150000,0,6462463,1636533163,1
67,경상남도 창원시 의창구 용지동,올드 덩크 나이키 덩크로우 NL 데저트 클레이 270mm ,12,158868791,399000,0,6462463,1636533162,1
68,서울특별시 동작구 상도제4동,나이키 덩크로우 범고래 w 240mm,0,169291973,300000,0,10303890,1636533113,1
69,충청북도 충주시 대소원면,나이키 덩크 로우 범고래 W235,0,169514612,280000,0,7208469,1636533029,1
70,서울특별시 금천구 가산동,"나이키 올드 덩크 로우 ""Oxide Green""",9,147227725,290000,0,1003902,1636533029,1
71,서울특별시 금천구 가산동,"나이키 올드 덩크 로우 ""Bone/White""",11,142065195,380000,0,1003902,1636533021,1
72,경상북도 예천군 예천읍,나이키 덩크로우 범고래 (265),0,169351181,340000,0,10914507,1636532888,2
73,대구광역시 달서구 죽전동,나이키 덩크로우 범고래,0,169326241,330000,0,856615,1636532752,1
74,서울특별시 용산구 후암동,255 나이키  x 스트레인지 러브 SB 덩크 로우 핑크,0,169368136,1500000,0,9659182,1636532682,2
75,서울특별시 강남구 삼성1동,나이키 덩크로우 디스럽트 블루  285,4,165008078,269000,0,11212359,1636532626,2
76,경기도 김포시 사우동,중고 나이키 덩크로우 미시간 280mm,2,169094222,170000,0,3697463,1636532506,1
77,광주광역시 북구 용봉동,나이키 덩크로우 서울 팔아요 사이즈 265,2,161663916,290000,0,75728490,1636532504,1
78,광주광역시 북구 용봉동,나이키 덩크로우 서울 팔아요 사이즈 265,1,161663915,290000,0,75728490,1636532504,1
79,경기도 안산시 단원구 선부1동,나이키 덩크 로우 범고래 270,4,169343161,235000,0,5175706,1636532463,1
80,경기도 안양시 만안구 석수3동,나이키 덩크로우 범고래 나코탭 새제품 230mm,0,169497259,305000,0,1956175,1636532371,2
81,서울특별시 강남구 도곡1동,나이키 덩크로우 레트로 챔피언쉽 골든로드 260,2,167522089,150000,0,3642449,1636532311,2
82,강원도 원주시 우산동,나이키 덩크 로우(270,6,162248402,180000,0,5541641,1636532181,1
83,경기도 군포시 군포1동,나이키 덩크 로우 오렌지펄,4,159955366,189000,0,6740042,1636532179,2
84,서울특별시 용산구 보광동,nike dunk low 나이키 덩크로우 레트로 하이퍼 코발트,0,169513114,130000,0,302394,1636532097,1
85,,나이키 덩크 로우 se 플립 W280 dunk low dunk flip,2,168847929,210000,0,12266152,1636532093,1
86,대구광역시 동구 안심3.4동,[255] 나이키 덩크 로우 커리,6,160341401,500000,0,12133786,1636532079,2
87,경기도 고양시 일산동구 정발산동,[240] 덩크로우 챔피언쉽 그레이,13,165472265,270000,0,3703146,1636532039,1
88,서울특별시 동대문구 장안제1동,덩크 로우 레크로 미디엄 그레이 275,0,169512837,200000,0,3632307,1636531931,1
89,경기도 안성시 공도읍,[w230]최저가 나이키 덩크 로우 우먼,0,169512497,270000,0,694820,1636531890,1
90,,나이키 덩크 로우 범고래 gs 230,0,169512631,330000,0,1324556,1636531813,2
91,경기도 의왕시 오전동,[265]나이키 덩크로우 플럼,5,167568438,250000,0,75397084,1636531584,1
92,대구광역시 동구 공산동,나이키 덩크로우 범고래 200 사이즈,2,169201459,110000,0,4272747,1636531502,2
93,,[250] w 나이키 덩크 로우 레몬 드롭,11,163603513,300000,0,76707796,1636531464,1
94,울산광역시 중구 병영1동,나이키 덩크로우 챔피언쉽 로드290,7,168718719,160000,0,8830008,1636531416,1
95,서울특별시 도봉구 쌍문제3동,새제품) 나이키 덩크 로우 바시티 그린 270,0,169511781,370000,0,7170848,1636531306,2
96,서울특별시 도봉구 쌍문제4동,(270)나이키 sb 덩크 로우 셀라돈,7,168133620,160000,0,3006531,1636530998,1
97,인천광역시 계양구 작전2동,[260]나이키 덩크로우 범고래,2,168525623,360000,0,8353590,1636530984,2
98,인천광역시 계양구 작전2동,[260]나이키 덩크로우 더스티올리브,3,162786016,330000,0,8353590,1636530979,2
99,서울특별시 성동구 성수2가제1동,나이키 덩크 로우 미시건,0,168684168,220000,0,1456638,1636530912,1
100,제주특별자치도 제주시 노형동,나이키 오프화이트 덩크 로우 The Lot 50 - 18 280 새상품,0,169137172,550000,0,12525260,1636530881,1
101,대구광역시 북구 관문동,나이키 덩크 로우 챔피언쉽 그레이,5,168448839,190000,0,74560682,1636530767,1
102,경상남도 양산시 물금읍,[gs225] 나이키 덩크 로우 범고래,0,169082087,310000,0,5771010,1636530538,1
103,경기도 군포시 재궁동,[280] 나이키 SB 줌 덩크로우 프로 서킷오렌지,0,165430088,690000,0,2882076,1636530396,1
104,경기도 군포시 재궁동,[280] 나이키 덩크로우 블랙,5,167194311,85000,0,2882076,1636530396,1
105,서울특별시 강남구 도곡1동,[265]나이키 덩크로우 SE 카모 ,3,167341672,129000,0,7050473,1636530332,2
106,경기도 성남시 분당구 서현2동,나이키 덩크 로우 범고래 280,0,169470036,269999,0,77852628,1636530314,1
107,경기도 광주시 광남동,나이키 NBA 덩크 로우 레트로 EBM 네츠 240,0,169476274,250000,0,2493387,1636530309,2
108,경기도 시흥시 신천동,(235) 나이키 덩크 로우 gs 프리 99 화이트(free.99),9,163731600,139000,0,7084263,1636530239,2
109,경기도 시흥시 신천동,(270)나이키 덩크 로우 하이퍼 코발트,2,163731342,175000,0,7084263,1636530239,2
110,경기도 안양시 만안구 안양1동,나이키 파라 덩크로우 275,2,169138890,345000,0,6556759,1636530157,1
111,전라북도 전주시 덕진구 인후2동,나이키 덩크로우 범고래 300,0,169485210,330000,0,3426224,1636530043,2
112,서울특별시 성북구 삼선동,[270]나이키 슈프림 SB덩크로우,5,150376243,1099000,0,8351943,1636529878,2
113,부산광역시 남구 문현제2동,나이키 덩크로우 바시티그린 260,3,168684139,320000,0,5233566,1636529770,1
114,부산광역시 남구 문현제2동,나이키 덩크 로우 챔피언쉽 그레이 250,5,168622296,270000,0,5233566,1636529770,1
115,서울특별시 성동구 마장동,덩크로우 서울se,5,168928628,200000,0,3030116,1636529731,1
116,경상남도 거제시 상문동,나이키 덩크 로우 SE 서울,0,164629302,250000,0,6839194,1636529691,2
117,경기도 고양시 일산동구 중산동,나이키 덩크로우 챔피언십레드,0,169106575,150000,0,1438467,1636529607,1
118,서울특별시 도봉구 도봉제1동,조던1 로우 se 레이저블루,11,165789519,169000,0,6181095,1636529553,1
119,대구광역시 동구 안심3.4동,나이키 덩크로우 245,14,161966270,160000,0,76433767,1636529504,2
120,서울특별시 동대문구 전농제2동,나이키 덩크로우 넥스트 네이처 페일코랄 235,10,164247164,165000,0,11658078,1636529504,2
121,서울특별시 영등포구 영등포본동,[260] 나이키 nba 덩크로우 emb 시카고,3,167215879,350000,0,1789010,1636529191,2
122,서울특별시 영등포구 영등포본동,[260] 나이키 덩크로우 범고래,0,167978975,350000,0,1789010,1636529185,1
123,강원도 원주시 태장2동,나이키 덩크로우 범고래 230(gs),1,169508102,265000,0,6423994,1636529175,2
124,,[270] 나이키 덩크로우 레몬드랍,6,154615839,500000,0,1789010,1636529172,2
125,경기도 파주시 적성면,[270]나이키 덩크 로우 nba,0,167297311,300000,0,1495309,1636529171,1
126,대전광역시 동구 홍도동,나이키 덩크 그레이 회색 sb 230,8,168671933,50000,0,1039850,1636529127,1
127,부산광역시 동래구 사직제2동,나이키 덩크 로우 우먼즈 W 230 범고래 새제품,1,169402021,275000,0,809667,1636529100,2
128,서울특별시 강동구 천호제1동,나이키 조던1 트레비스 스캇 프라그먼트 로우 280,3,168322300,1780000,0,8180063,1636529027,2
129,서울특별시 종로구 평창동,[275]나이키 덩크 로우 범고래 ,0,168984834,322000,0,6618737,1636528945,2
130,서울특별시 송파구 잠실본동,나이키 덩크 챔피언쉽 그레이 로우 (265),0,169489588,230000,0,2341967,1636528788,2
131,서울특별시 중랑구 면목제2동,[230] 나이키 덩크 로우 범고래,7,169434802,259000,0,8441938,1636528779,2
132,전라북도 전주시 완산구 평화2동,[270] 나이키 오프화이트 덩크 로우 회빨 가격내림,34,157090076,350000,0,11690408,1636528770,1
133,,나이키 덩크로우 범고래,1,169343544,300000,0,3837890,1636528768,1
134,경기도 안산시 상록구 사동,"[295, US11.5] 나이키 덩크 로우 켄터키 ",0,169507371,450000,0,885711,1636528747,1
135,서울특별시 영등포구 신길제3동,나이키 덩크 범고래 290,0,169092581,380000,0,1546528,1636528716,1
136,서울특별시 마포구 연남동,나이키x베르디 SB 덩크 로우 프로 웨이스티드 유스(255),0,169507301,239000,0,1709523,1636528712,1
137,전라북도 정읍시 태인면,나이키덩크로우범고래245250.255.260.265.270.275.285,13,147608055,369000,0,9199638,1636528660,2
138,서울특별시 성북구 길음제1동,[255] 나이키 덩크로우 미디엄그레이,0,169444331,160000,0,75999726,1636528621,1
139,대구광역시 달서구 진천동,나이키 덩크 로우 범고래 295 판매,0,169412426,350000,0,2049808,1636528524,2
140,서울특별시 강서구 방화제1동,덩크 로우 베니어 280,1,169506791,200000,0,77811553,1636528414,1
141,경기도 안양시 동안구 부림동,[235] 나이키 덩크 로우 범고래 검흰 커플 운동화 여자 스니커즈 선물,24,155722981,429000,0,10266041,1636528143,2
142,경기도 수원시 영통구 영통2동,(새상품)나이키 덩크로우 라이트본 w270,6,167973472,310000,0,11620598,1636528087,2
143,서울특별시 광진구 자양제4동,[270]나이키 덩크로우 챔피언쉽 그레이 조지타운,0,169506183,250000,0,9124594,1636528049,2
144,서울특별시 광진구 자양제4동,[270] 나이키 덩크로우 챔피언쉽 그레이 조지타운,0,169505961,250000,0,9124594,1636527929,2
145,서울특별시 관악구 신림동,나이키 덩크 로우 포톤더스트 250,4,169327046,270000,0,83863,1636527686,1
146,,[220] 나이키 덩크 로우 라이트 본 DD1503-107 새상품,20,167985473,250000,0,4308159,1636527639,2
147,서울특별시 영등포구 당산제1동,덩크 로우 지브라 260 사이즈 새제품,5,164138452,200000,0,12382930,1636527620,2
148,서울특별시 영등포구 당산제1동,덩크 로우 베니어 265 사이즈 새제품,0,155256296,300000,0,12382930,1636527620,2
149,,나이키 덩크로우 범고래 (w)250 새상품,3,169109090,285000,0,77085445,1636527606,1
150,경기도 의정부시 신곡2동,300)나이키 덩크로우 범고래,1,169048180,310000,0,6274014,1636527481,1
151,경기도 하남시 감북동,나이키 덩크로우 넥스트 네이쳐 페일코랄 w245,2,169163876,160000,0,75431938,1636527470,1
152,경상남도 창원시 의창구 봉림동,새상품) 나이키 덩크로우 범고래 240,2,169198437,300000,0,3174346,1636527451,2
153,경기도 고양시 일산동구 백석2동,나이키 sb 덩크 로우 프로 핑크 피그 (사이즈 270),11,166127029,165000,0,10676870,1636527325,1
154,서울특별시 강서구 화곡제6동, 나이키 덩크 로우 미시건 바시티 메이즈,2,167901871,230000,0,6203932,1636527323,2
155,경기도 동두천시 불현동,265 나이키 덩크 로우 se 화이트 카모,1,168780674,140000,0,1121588,1636527307,2
156,인천광역시 남동구 논현1동,[W 240] 나이키 덩크 로우 범고래 우먼스 판매합니다,1,169208942,320000,0,7280127,1636527272,2
157,서울특별시 강북구 번제3동,"나이키 덩크로우 범고래 295,300",0,166688627,350000,0,7199621,1636527259,2
158,경기도 성남시 수정구 수진1동,[280]나이키 조던 레거시312 로우 브레드 키드밀리,0,169504724,120000,0,2805869,1636527181,1
159,경상남도 김해시 내외동,덩크로우 범고래 285,1,169504465,270000,0,5172396,1636527048,1
160,인천광역시 중구 영종1동,나이키 덩크로우 서울 275,8,168927944,170000,0,3168507,1636526905,1
161,경기도 부천시 오정동,[270] 나이키 덩크로우 w 라이트본 ,19,165274064,285000,0,11931711,1636526657,2
162,인천광역시 남동구 구월1동,나이키 덩크 로우 범고래 275>>>270 교환,0,169503629,111110,0,74613683,1636526567,1
163,,(새상품) 나이키 덩크 로우 범고래 레트로 250,0,169503397,310000,0,4232283,1636526422,2
164,,(완전미개봉)나이키x오프화이트덩크로우 280,0,161323640,1324000,0,7206072,1636526395,2
165,경기도 안양시 만안구 안양3동,나이키 SB 줌 덩크로우 프로_280mm,3,169198426,120000,0,5393407,1636526313,1
166,경기도 안양시 만안구 안양3동,나이키 덩크 로우 SE _265 ,3,164729918,165000,0,5393407,1636526296,1
167,서울특별시 성동구 용답동,나이키 덩크로우 범고래 260 새상품,2,169503116,290000,0,9013334,1636526249,1
168,,나이키 덩크 로우 범고래 280,0,169149974,330000,0,8012783,1636526091,2
169,서울특별시 관악구 은천동,[285] 나이키 오프화이트 덩크 로우 lot 18,0,169075300,479000,0,75112635,1636526058,1
170,서울특별시 관악구 은천동,[285] 나이키 파라 sb 덩크 로우,4,169071242,379000,0,75112635,1636526052,1
171,서울특별시 관악구 은천동,[285] 나이키 덩크 로우 바이유 세븐일레븐맛,5,168300991,199000,0,75112635,1636526029,1
172,서울특별시 용산구 이태원제1동,나이키 덩크 로우 바시티 그린 팝니다,2,169296211,350000,0,5488198,1636525941,1
173,서울특별시 용산구 이태원제1동,범고래 se서울 덩크로우 팝니다,0,167478647,250000,0,5488198,1636525941,2
174,서울특별시 마포구 서교동,나이키 덩크 로우 컬리지 네이비 w260/m255,0,169502442,300000,0,1984473,1636525895,2
175,서울특별시 강서구 화곡제2동,나이키 덩크 로우 범고래 gs 225 새상품 판매,2,169502378,260000,0,74532686,1636525853,1
176,경기도 고양시 일산서구 송포동,[240]나이키 덩크로우 라이트소프트핑크,33,162005069,160000,0,3491057,1636525669,2
177,경기도 부천시 상3동,나이키 덩크 로우 PRM hallowen 할로윈 280,2,169502073,340000,0,7174301,1636525666,1
178,경기도 안산시 단원구 중앙동,"오프화이트 덩크로우 흰초 275 (옵덩,옾덩) 덩크 275",3,164799432,980000,0,3656135,1636525481,1
179,,나이키 덩크로우sb 클래식그린 290 사이즈,1,169176559,290000,0,76597960,1636525427,1
180,경상북도 구미시 임오동,(W) 나이키 덩크 로우 블랙 (DD1503-101) 240,4,166637983,340000,0,77638963,1636525094,2
181,,[새상품] 나이키 덩크 로우 라이트본 w240,12,166165353,280000,0,77398863,1636525005,2
182,서울특별시 노원구 공릉1동,[w280] 나이키 덩크 로우 라이트본 크림발 새상품,0,169124741,305000,0,9987562,1636524852,1
183,전라북도 전주시 완산구 평화1동,나이키 덩크 로우 범고래 270,0,169500637,310000,0,1091314,1636524830,2
184,전라북도 전주시 완산구 평화1동,나이키 덩크 로우 범고래 270,0,169500636,310000,0,1091314,1636524830,2
185,대전광역시 동구 용전동,나이키 덩크로우 범고래 260,0,169500610,300000,0,75214702,1636524809,1
186,전라북도 전주시 덕진구 동산동,[265] 나이키 덩크로우 유니버시티 블루,8,167345897,239000,0,4885062,1636524743,1
187,경기도 광명시 광명3동,나이키 덩크로우 범고래270,3,169309392,300000,0,480038,1636524728,1
188,경기도 파주시 조리읍,나이키 덩크로우 W우먼스 블랙 240,0,169105978,330000,0,10210851,1636524489,1
189,서울특별시 강남구 청담동,나이키 덩크로우 코스트 240,5,167069343,390000,0,7512426,1636524433,2
190,경상남도 사천시 사천읍,(245) 나이키 덩크 로우 범고래 새상품,0,169129856,290000,0,1286564,1636524205,1
191,경상남도 창원시 진해구 풍호동,나이키 덩크로우 범고래 240,2,169322457,300000,0,13137252,1636524174,1
192,강원도 원주시 태장2동,[260] 나이키 덩크로우 SP 켄터키 2020,1,169044944,230000,0,6894277,1636524009,1
193,경상북도 포항시 북구 환여동,270 나이키 덩크로우 머미,0,168498509,680000,0,12062298,1636524006,2
194,경상북도 포항시 북구 환여동,235 나이키 덩크로우 라이트본 ,12,167630530,270000,0,12062298,1636524006,2
195,,나이키 덩크로우 디스럽트 화이트,5,168324556,100000,0,1417040,1636523996,1
196,대구광역시 달서구 상인2동,나이키 덩크 로우 펄 화이트 새상품 (240),12,168390542,119000,0,3013489,1636523923,2
197,경상북도 구미시 상모사곡동,나이키 덩크로우 범고래 우먼스 240,0,169499232,290000,0,4322440,1636523909,2
198,서울특별시 성동구 용답동,[265] 나이키 덩크 로우 챔피언쉽 골든로드,5,167610356,140000,0,2485695,1636523850,2
199,,(280) 나이키 덩크로우 범고래 새상품,1,169405156,300000,0,12499314,1636523842,1
200,서울특별시 용산구 이태원제1동,덩크로우 챔피언쉽 그레이 255,3,165691043,270000,0,5866183,1636523790,2
201,서울특별시 양천구 목2동,나이키 덩크로우 우먼스 240사이즈 범고래,15,167684681,310000,0,74399701,1636523690,1
202,경기도 안산시 상록구 본오1동,덩크 로우 조지타운 265,0,169498896,240000,0,4859557,1636523672,1
203,서울특별시 동작구 상도제3동,나이키 덩크 로우 레트로 화이트 블랙 (265),0,168406917,359000,0,11934373,1636523663,2
204,서울특별시 동작구 상도제3동,나이키 덩크로우 펄화이트(W)(240),16,166790598,159000,0,11934373,1636523663,2
205,광주광역시 광산구 운남동,[265]나이키 덩크 로우 코스트 새상품,10,151189985,340000,0,1501522,1636523574,2
206,서울특별시 중구 다산동,나이키 오프화이트 덩크로우 #18 270 ,1,164421954,530000,0,2727062,1636523465,1
207,서울특별시 도봉구 창제5동,[280] 나이키 덩크로우 챔피언쉽 골든로드 280 새제품 팝니다.,10,168103390,149000,0,1569421,1636523389,1
208,대전광역시 서구 탄방동,나이키 덩크로우,10,159293840,140000,0,1014415,1636523361,2
209,경기도 부천시 소사동,나이키 덩크 로우 유니버시티 블루 265,0,169421866,200000,0,3127049,1636523196,1
210,경기도 의정부시 신곡2동,나이키 덩크로우 범고래 (270),0,169498204,330000,0,2468374,1636523166,1
211,충청북도 청주시 흥덕구 오송읍,나이키 덩크 로우 카모 270,1,159703992,190000,0,12214923,1636523060,2
212,충청북도 청주시 흥덕구 오송읍,나이키 덩크로우 SP 컬리지 네이비 270,9,157898827,300000,0,12214923,1636523060,2
213,경기도 구리시 인창동,파격할인!!270 나이키 덩크로우 커뮤니티 가든 레몬워시,4,168737144,208000,0,685526,1636523053,1
214,인천광역시 연수구 송도3동,나이키 범고래 덩크로우 270,3,169497820,280000,0,10888277,1636522910,2
215,충청북도 청주시 서원구 분평동,[265] 나이키 덩크로우 바시티 그린,8,168137734,300000,0,4084028,1636522846,1
216,서울특별시 관악구 청룡동,270 나이키 SB덩크로우 프로 프리미엄 바르셀로나,11,163565380,190000,0,13064930,1636522824,2
217,서울특별시 관악구 청룡동,270 나이키 SB덩크로우 프로 코트퍼플,20,159103062,340000,0,13064930,1636522824,1
218,,나이키 덩크로우 범고래 우먼스 245 (DD1503-101),0,169497669,310000,0,11747769,1636522807,1
219,경기도 이천시 마장면,덩크 로우 범고래 GS 245,2,169211221,300000,0,77092018,1636522758,1
220,경기도 수원시 장안구 정자3동,나이키x슈프림 sb덩크로우 주얼 스우시 실버 270사이즈 2회착 중고,5,166193132,300000,0,8710685,1636522713,1
221,서울특별시 성북구 정릉제1동,[270]나이키 X 카시나 Kasina 덩크 로우 80's 블루 버스 ,7,156918044,1100000,0,2873691,1636522504,2
222,충청남도 계룡시 엄사면,[270]나이키 덩크 로우 브라질,2,167213214,290000,0,77402,1636522485,1
223,인천광역시 계양구 계양2동,[275] 나이키 덩크로우 범고래 검흰,55,165436239,280000,0,76961884,1636522461,1
224,서울특별시 노원구 월계3동,나이키덩크로우 골든로드 275,3,168302078,150000,0,2486336,1636522446,2
225,대전광역시 서구 관저1동,w245 나이키 우먼즈 덩크 로우 범고래,1,169198124,280000,0,533101,1636522388,1
226,서울특별시 영등포구 신길제4동,나이키 덩크로우 레트로 270 ,0,167258740,140000,0,7038021,1636521845,2
227,서울특별시 영등포구 당산제2동,나이키 덩크로우 범고래 240w,1,169126474,300000,0,561509,1636521771,2
228,,나이키 덩크로우 오렌지펄 240 팝니다,1,169207857,190000,0,6221349,1636521689,1
229,부산광역시 동래구 명륜동,나이키 덩크 로우 범고래 260,0,169495885,295000,0,4337292,1636521655,2
230,경상북도 구미시 선주원남동,나이키 카시나 덩크 로우 로드사인 넵튠그린 270 새상품,5,167355057,850000,0,8223969,1636521577,2
