,Unnamed: 0,location,name,num_faved,pid,price,status,uid,update_time,used,datetime,date,size,product_name,brand,product_type,color,release_price,location1,location2,location3
72,72,서울특별시 마포구 대흥동,[265]조던 1 트레비스 스캇 로우,0,163224261,1600000,3,6539718,1630378490,2,2021-08-31 11:54:50,2021-08-31,265,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,마포구,대흥동
73,73,충청북도 청주시 상당구 용암1동,조던1 로우 트레비스스캇 로우 270,0,163221814,1560000,3,2887338,1630376610,1,2021-08-31 11:23:30,2021-08-31,270,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,충청북도,청주시,상당구 용암1동
74,74,광주광역시 서구 금호1동,조던1 덩크로우 트레비스스캇 프라그먼트 265 ,1,161970388,1600000,3,11793139,1630253039,1,2021-08-30 01:03:59,2021-08-30,265,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,광주광역시,서구,금호1동
75,75,대구광역시 서구 상중이동,조던1 트레비스 스캇 로우 260,0,163105761,1550000,3,77241012,1630243724,2,2021-08-29 22:28:44,2021-08-29,260,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,대구광역시,서구,상중이동
76,76,서울특별시 관악구 대학동,#급처#(290)조던1트레비스스캇로우,2,162130827,0,3,1235291,1630116542,1,2021-08-28 11:09:02,2021-08-28,290,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,관악구,대학동
77,77,서울특별시 중랑구 묵제1동,트레비스스캇 조던1로우 270 공홈 당첨,0,162851249,1570000,3,4313225,1630024453,1,2021-08-27 09:34:13,2021-08-27,270,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,중랑구,묵제1동
78,78,서울특별시 동작구 신대방제2동,조던1 트레비스캇 프라그먼트 로우 255 나공홈 새상품 팝니다,1,162027056,1700000,3,4827255,1629947089,2,2021-08-26 12:04:49,2021-08-26,255,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,동작구,신대방제2동
79,79,경기도 고양시 덕양구 화정2동,[285]조던1 트레비스 스캇 X 프라그먼트 로우,1,162614458,1680000,3,5609466,1629819714,1,2021-08-25 00:41:54,2021-08-25,285,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,경기도,고양시,덕양구 화정2동
80,80,인천광역시 남구 용현3동,[280] 조던 1 로우 트레비스스캇 프라그먼트,2,162261455,1850000,3,5100522,1629770651,2,2021-08-24 11:04:11,2021-08-24,280,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,인천광역시,남구,용현3동
81,81,광주광역시 서구 금호2동,(260)조던1 로우 OG 트레비스 스캇 프라그먼트,2,162529223,1350000,3,12241491,1629698889,2,2021-08-23 15:08:09,2021-08-23,260,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,광주광역시,서구,금호2동
82,82,서울특별시 구로구 구로제1동,[280] 에어조던 1 트레비스 스캇 프라그먼트 로우,0,162517902,1700000,3,11949943,1629690354,2,2021-08-23 12:45:54,2021-08-23,280,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,구로구,구로제1동
83,83,,(새상품)나이키 에어조던1로우 트레비스스캇-(265),0,162371647,1650000,3,75256087,1629538142,1,2021-08-21 18:29:02,2021-08-21,265,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,NUL,NUL,
84,84,충청남도 서산시 수석동,조던1 로우 트레비스스캇 프라그먼트 270,0,162264968,1750000,3,77257962,1629439159,2,2021-08-20 14:59:19,2021-08-20,270,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,충청남도,서산시,수석동
85,85,경기도 남양주시 다산1동,조던1 로우  트레비스 스캇 285mm,0,162004102,1850000,3,3718332,1629425801,1,2021-08-20 11:16:41,2021-08-20,285,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,경기도,남양주시,다산1동
86,86,서울특별시 강북구 삼각산동,(290) 나이키 에어 조던 1 로우 트레비스 스캇 X 프라그먼트,0,161785303,1800000,3,8171995,1629421562,2,2021-08-20 10:06:02,2021-08-20,290,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,강북구,삼각산동
87,87,서울특별시 강북구 삼각산동,[290] 나이키 에어 조던 1 로우 트레비스 스캇 X 프라그먼트,0,161968621,1800000,3,8171995,1629378530,2,2021-08-19 22:08:50,2021-08-19,290,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,강북구,삼각산동
88,88,서울특별시 노원구 공릉1동,(270)가격내림 조던1 로우 x 트레비스스캇 x 프라그먼트,0,162175801,1700000,3,3972736,1629355561,2,2021-08-19 15:46:01,2021-08-19,270,조던 1 로우 트레비스 스캇,조던,조던 1 로우,트레비스 스캇,189000,서울특별시,노원구,공릉1동
