,location,name,num_faved,pid,price,status,uid,update_time,used,datetime,date,size,product_name,brand,product_type,color,release_price,location1,location2,location3
49,서울특별시 서대문구 남가좌제1동,[260] 조던1로우 울프그레이,0,167670656,320000,3,77586934,1634896241,2,2021-10-22 18:50:41,2021-10-22,260,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,서대문구,남가좌제1동
50,서울특별시 서대문구 남가좌제1동,[260] 조던1로우 울프그레이,0,167670589,330000,3,77586934,1634822195,2,2021-10-21 22:16:35,2021-10-21,260,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,서대문구,남가좌제1동
51,인천광역시 연수구 송도2동,(W) 조던 1 로우 화이트 울프 그레이 (255),8,166119679,270000,3,4626344,1634801379,1,2021-10-21 16:29:39,2021-10-21,255,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,연수구,송도2동
52,강원도 춘천시 석사동,조던 1 로우 화이트 울프 그레이 280 ,9,164292139,320000,3,4776541,1634266547,1,2021-10-15 11:55:47,2021-10-15,280,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,강원도,춘천시,석사동
53,서울특별시 서대문구 홍은제1동,조던 1 로우 울프그레이 245 새상품,1,166906724,290000,3,74457040,1634125093,1,2021-10-13 20:38:13,2021-10-13,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,서대문구,홍은제1동
54,서울특별시 서초구 반포본동,조던1 로우 울프그레이 266,0,166774512,360000,3,340572,1634015448,2,2021-10-12 14:10:48,2021-10-12,266,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,서초구,반포본동
55,경기도 안산시 상록구 성포동,조던1 로우 울프그레이 235,7,166194493,310000,3,77388792,1634014560,2,2021-10-12 13:56:00,2021-10-12,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,안산시,상록구 성포동
56,서울특별시 마포구 연남동,[W270] 조던 1 로우 화이트 울프 그레이 새상품,7,166036259,340000,3,5714369,1633833145,1,2021-10-10 11:32:25,2021-10-10,270,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,마포구,연남동
57,경상남도 양산시 물금읍,나이키 조던1 로우 울프 그레이245 판매,5,164674741,320000,3,75550988,1633652425,2,2021-10-08 09:20:25,2021-10-08,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경상남도,양산시,물금읍
58,인천광역시 부평구 삼산1동,[w290]조던1로우 울프그레이,1,166275604,350000,3,75283176,1633518401,2,2021-10-06 20:06:41,2021-10-06,290,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,부평구,삼산1동
59,서울특별시 강남구 청담동,[265] 조던1 로우 울프 그레이,2,166142236,375000,3,74619213,1633488244,2,2021-10-06 11:44:04,2021-10-06,265,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,강남구,청담동
60,인천광역시 남구 용현5동,[265] 조던1 로우 울프 그레이 새상품,2,166123103,379000,3,74619213,1633488244,2,2021-10-06 11:44:04,2021-10-06,265,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,남구,용현5동
61,충청북도 청주시 흥덕구 가경동,[w255]나이키 조던1 로우 울프그레이 새제품,2,166215681,350000,3,12053857,1633458180,2,2021-10-06 03:23:00,2021-10-06,255,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,충청북도,청주시,흥덕구 가경동
62,대구광역시 중구 성내1동,조던1 로우 울프그레이 245,2,166100959,310000,3,140111,1633350173,2,2021-10-04 21:22:53,2021-10-04,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,대구광역시,중구,성내1동
63,경기도 안양시 동안구 범계동,[w290)] 조던1로우 울프그레이,6,163789168,999999,3,276257,1633323153,2,2021-10-04 13:52:33,2021-10-04,290,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,안양시,동안구 범계동
64,경기도 고양시 일산동구 식사동,나이키 조던 1 울프그레이 로우 240,4,165771449,320000,3,3078278,1633143248,2,2021-10-02 11:54:08,2021-10-02,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,고양시,일산동구 식사동
65,인천광역시 남동구 간석3동,[245] 나이키 W조던1 로우 울프 그레이,1,165838613,339000,3,9708502,1633095836,2,2021-10-01 22:43:56,2021-10-01,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,남동구,간석3동
66,경기도 용인시 기흥구 영덕동,나이키 조던1 로우 울프그레이 w240,3,165829781,280000,3,77559897,1633090269,1,2021-10-01 21:11:09,2021-10-01,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,용인시,기흥구 영덕동
67,경기도 안산시 상록구 본오3동,290 / 조던 1 울프 그레이 로우,3,165238552,255000,3,4799615,1633022149,1,2021-10-01 02:15:49,2021-10-01,290,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,안산시,상록구 본오3동
68,서울특별시 송파구 삼전동,280 조던 1 로우 울프 그레이 판매합니다,0,164750591,355000,3,10435338,1632982656,1,2021-09-30 15:17:36,2021-09-30,280,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,송파구,삼전동
69,충청남도 아산시 온양5동,[260] 조던1 로우 울프그레이,0,165648528,250000,3,77542609,1632916974,1,2021-09-29 21:02:54,2021-09-29,260,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,충청남도,아산시,온양5동
70,NULL,조던1 로우 화이트 울프그레이 W 245,2,165577627,275000,3,74445727,1632844127,1,2021-09-29 00:48:47,2021-09-29,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,NUL,NUL,NULL
71,부산광역시 해운대구 우제2동,조던1 로우 화이트 울프 그레이 235사이즈,12,163313117,350000,3,5032948,1632739610,2,2021-09-27 19:46:50,2021-09-27,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,부산광역시,해운대구,우제2동
72,경기도 화성시 동탄2동,조던1 로우 울프그레이 250 새상품 ,6,164328965,310000,3,7569210,1632706353,2,2021-09-27 10:32:33,2021-09-27,250,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,화성시,동탄2동
73,서울특별시 성동구 행당제2동,[240] 나이키 조던1 로우 화이트 울프 그레이  팝니다,1,165135468,350000,3,5791630,1632535065,1,2021-09-25 10:57:45,2021-09-25,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,성동구,행당제2동
74,경상남도 김해시 내외동,나이키 조던1 로우 울프그레이(270),0,165129064,309000,3,4754137,1632496107,1,2021-09-25 00:08:27,2021-09-25,270,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경상남도,김해시,내외동
75,충청북도 청주시 흥덕구 가경동,[w255]나이키 조던 1 로우 울프 그레이 새제품,0,165170425,360000,3,12053857,1632464151,2,2021-09-24 15:15:51,2021-09-24,255,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,충청북도,청주시,흥덕구 가경동
76,경기도 용인시 기흥구 동백동,(240)W 에어조던 1 로우 화이트 울프 그레이,2,150905218,349000,3,1054196,1632408012,2,2021-09-23 23:40:12,2021-09-23,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,용인시,기흥구 동백동
77,NULL,나이키 에어조던1 로우 화이트 울프 그레이 245,12,164876280,280000,3,7691125,1632369513,1,2021-09-23 12:58:33,2021-09-23,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,NUL,NUL,NULL
78,서울특별시 영등포구 영등포본동,디올맛 에어조던 1 로우 화이트 울프 그레이 w285,2,164794339,300000,3,3204937,1632359727,2,2021-09-23 10:15:27,2021-09-23,285,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,영등포구,영등포본동
79,경기도 광명시 소하2동,조던1 로우 / 화이트 울프 그레이 / W290사이즈,1,164931404,289000,3,6424896,1632359631,1,2021-09-23 10:13:51,2021-09-23,290,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,광명시,소하2동
80,부산광역시 북구 화명제1동,조던 1 로우 울프그레이 W290,4,163348116,328000,3,10420479,1632320630,1,2021-09-22 23:23:50,2021-09-22,290,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,부산광역시,북구,화명제1동
81,경상남도 거제시 장평동,나이키조던1로우울프그레이나코탭 240 ,5,164014200,320000,3,651969,1632198749,2,2021-09-21 13:32:29,2021-09-21,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경상남도,거제시,장평동
82,인천광역시 남구 주안6동,조던1 로우 울프 그레이 [265],10,164734567,320000,3,77022050,1632107125,2,2021-09-20 12:05:25,2021-09-20,265,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,남구,주안6동
83,대구광역시 수성구 지산1동,나이키 조던 1 로우 울프그레이 280 미실착,4,164291587,320000,3,3403260,1632026974,2,2021-09-19 13:49:34,2021-09-19,280,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,대구광역시,수성구,지산1동
84,부산광역시 부산진구 양정제2동,조던1 울프그레이 로우 245,3,164481674,285000,3,1004014,1631938501,1,2021-09-18 13:15:01,2021-09-18,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,부산광역시,부산진구,양정제2동
85,경기도 안성시 안성3동,조던 1 로우 울프 그레이 260,3,164619582,295000,3,2994140,1631784742,1,2021-09-16 18:32:22,2021-09-16,260,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,안성시,안성3동
86,경기도 성남시 분당구 이매2동,230 나이키 조던1로우 울프그레이 디올맛,4,163387532,2222,3,9870858,1631688061,2,2021-09-15 15:41:01,2021-09-15,230,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,성남시,분당구 이매2동
87,서울특별시 은평구 진관동,[235] 조던 1 로우 화이트 울프 그레이,4,164086889,300000,3,11608043,1631634286,2,2021-09-15 00:44:46,2021-09-15,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,은평구,진관동
88,경기도 고양시 일산서구 탄현동,[새상품] 나이키 에어조던1 로우 울프그레이 (240),9,162557147,300000,3,849017,1631520793,1,2021-09-13 17:13:13,2021-09-13,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,고양시,일산서구 탄현동
89,서울특별시 동작구 신대방제1동,[W235]조던1 로우 화이트 울프 그레이,5,163902185,269000,3,7338479,1631506721,2,2021-09-13 13:18:41,2021-09-13,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,동작구,신대방제1동
90,대구광역시 서구 상중이동,w 조던1 로우 화이트 울프그레이 245,2,164205995,290000,3,12397017,1631422006,1,2021-09-12 13:46:46,2021-09-12,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,대구광역시,서구,상중이동
91,울산광역시 남구 무거동,(245) 조던 1 로우 울프그레이,0,164179622,269000,3,5698127,1631412807,1,2021-09-12 11:13:27,2021-09-12,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,울산광역시,남구,무거동
92,인천광역시 남구 학익1동,새상품 조던1 로우 화이트 울프 그레이 사이즈250 판매합니다,4,164207488,270000,3,1941019,1631346483,2,2021-09-11 16:48:03,2021-09-11,250,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,남구,학익1동
93,대구광역시 서구 상중이동,w 조던1 로우 화이트 울프그레이 245,2,164205962,290000,3,12397017,1631345434,1,2021-09-11 16:30:34,2021-09-11,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,대구광역시,서구,상중이동
94,경기도 부천시 고강1동,[235]조던1 로우 화이트 울프 그레이,7,163101628,300000,3,583402,1631252212,2,2021-09-10 14:36:52,2021-09-10,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,부천시,고강1동
95,경기도 수원시 팔달구 매산동,조던 1 로우 울프그레이 235,0,164026252,270000,3,297749,1631163369,2,2021-09-09 13:56:09,2021-09-09,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,수원시,팔달구 매산동
96,인천광역시 연수구 동춘3동,조던1 로우 울프 그레이 235,0,163939443,265000,3,12601913,1631073044,2,2021-09-08 12:50:44,2021-09-08,235,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,인천광역시,연수구,동춘3동
97,서울특별시 강서구 방화제2동,[W270] 나이키 에어조던1 로우 울프그레이 ,1,163903628,290000,3,75839629,1631021360,2,2021-09-07 22:29:20,2021-09-07,270,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,서울특별시,강서구,방화제2동
98,경기도 포천시 선단동,[245] 조던1 로우 울프그레이,0,163887956,273000,3,74751470,1631012078,1,2021-09-07 19:54:38,2021-09-07,245,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,경기도,포천시,선단동
99,NULL,조던1 로우 울프그레이 w240,4,163656819,260000,3,2370499,1630993307,1,2021-09-07 14:41:47,2021-09-07,240,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,NUL,NUL,NULL
100,부산광역시 서구 부민동,[250] (W) 조던 1 로우 화이트 울프 그레이,4,163335680,290000,3,6874590,1630983619,2,2021-09-07 12:00:19,2021-09-07,250,조던 1 로우 울프그레이,조던,조던 1 로우,울프그레이,119000,부산광역시,서구,부민동
